country,city,year,methodology,concentration_pm10,concentration_pm25,sea_salt,dust,traffic,industry,biomass_burn,other_source,latitude,longitude,population,study_year,iso3,region,continent,reference_author,site_typology,season
Pakistan,Lahore,2005,PMF,,190.9,,18.0,20.5,22.5,14.8,40.6,31.54505,74.339977,5143000.0,2009,PAK,Southern Asia,AF,Lodhi37 + Raja41,urban,year + winter
Pakistan,Lahore,2006,PMF,,190.9,,18.0,20.5,22.5,14.8,40.6,31.54505,74.339977,5143000.0,2009,PAK,Southern Asia,AF,Lodhi37 + Raja41,urban,year + winter
Philippines,Manila,2001,PMF,,49.0,2.0,4.0,69.0,43.7,2.0,23.0,14.58356,120.96666,1661000.0,2008,PHL,South Eastern Asia,AS,"Cohen70,71",urban,year
Philippines,Manila,2002,PMF,,49.0,2.0,4.0,69.0,43.7,2.0,23.0,14.58356,120.96666,1661000.0,2008,PHL,South Eastern Asia,AS,"Cohen70,71",urban,year
Philippines,Manila,2003,PMF,,49.0,2.0,4.0,69.0,43.7,2.0,23.0,14.58356,120.96666,1661000.0,2008,PHL,South Eastern Asia,AS,"Cohen70,71",urban,year
Philippines,Manila,2004,PMF,,49.0,2.0,4.0,69.0,43.7,2.0,23.0,14.58356,120.96666,1661000.0,2008,PHL,South Eastern Asia,AS,"Cohen70,71",urban,year
Philippines,Manila,2005,PMF,,49.0,2.0,4.0,69.0,43.7,2.0,23.0,14.58356,120.96666,1661000.0,2008,PHL,South Eastern Asia,AS,"Cohen70,71",urban,year
Philippines,Manila,2006,PMF,,49.0,2.0,4.0,69.0,43.7,2.0,23.0,14.58356,120.96666,1661000.0,2008,PHL,South Eastern Asia,AS,"Cohen70,71",urban,year
Philippines,Manila,2007,PMF,,49.0,2.0,4.0,69.0,43.7,2.0,23.0,14.58356,120.96666,1661000.0,2008,PHL,South Eastern Asia,AS,"Cohen70,71",urban,year
Philippines,Valenzuela,2005,PMF,,15.0,2.0,3.2,53.0,43.7,2.0,0.0999999999999943,14.8628916,120.9668833,568928.0,2011,PHL,South Eastern Asia,AS,Pabroa76,urban,year
Poland,Diabla Gora,2006,PCA,15.0,36.0,2.333333333333333,5.75,17.25,51.4,12.0,36.6,54.1333,22.06694,3028.0,2011,POL,Central Europe,EU,Juda-Rezler209,rural,winter
Poland,Krakow,2005,UNMIX + APCS,81.85,36.0,2.5,2.6666666666666665,7.0,31.4,22.75,45.85,50.06465,19.943802,755546.0,2010,POL,Central Europe,EU,Junninen9,urban,winter
Poland,Krakow,2007,CMF + CMB,82.125,36.0,2.5,2.6666666666666665,7.0,13.666666666666666,59.75,22.5,50.08966,19.87406,755546.0,2010,POL,Central Europe,EU,Junninen9,rural,winter
Poland,Wrokalw,2009,APCS,65.82708333333333,36.0,2.333333333333333,15.0,54.0,14.0,42.95833333333333,17.0,51.116,17.03,632561.0,2012,POL,Central Europe,EU,Sowka12,urban,winter
Poland,Zakopane,2005,CMF + CMB + APCS,84.33333333333333,36.0,2.0,2.6666666666666665,1.0,5.0,77.33333333333333,20.0,49.29918,19.949444,27857.0,2009,POL,Central Europe,EU,Junninen9,rural,winter
Portugal,Bobadela,2001,APCS,15.8,15.3,27.5,18.0,22.0,20.0,,23.5,38.807786,-9.1016944,487.0,2005,PRT,Southwestern Europe,EU,"Almeida126,127",suburb-ind,year
Portugal,Coimbra,1992,PCFA,15.8,17.5,15.0,37.0,24.0,20.0,,24.0,40.21121389,-8.4293833,101000.0,1997,PRT,Southwestern Europe,EU,Harrison218,urban,year
Portugal,Coimbra,1993,PCFA,15.8,17.5,15.0,37.0,24.0,20.0,,24.0,40.21121389,-8.4293833,101000.0,1997,PRT,Southwestern Europe,EU,Harrison218,urban,year
Saudi Arabia,Jeddah City,2011,FA,87.3,28.0,9.0,45.05,8.4,27.0,,19.25,21.55,39.17,2801000.0,2012,SAU,Middle East,ME,Khodeir54,urban,summer
South Africa,Qalabotjha,1997,CMB,124.0,113.0,,6.0,,1.5,69.0,23.5,-27.01653,28.6226944,16028.0,2011,ZAF,Southern Africa,AF,ESMAP report4,urban,winter
Spain,Alcala de Guadair,2009,PMF,36.66363636363637,31.0,5.0,9.0,41.0,14.785714285714286,10.0,45.0,37.342,-5.83322,73765.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Alcala de Guadaira,2007,PMF,41.0,21.0,10.0,15.0,46.0,11.5625,10.0,29.0,37.342,-5.83322,73765.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Alcala de Guadaira,2008,PMF,41.0,21.0,10.0,15.0,46.0,11.928571428571429,10.0,29.0,37.342,-5.83322,73765.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Alcala de Guadaira,2009,PMF,41.0,24.11111111111111,10.0,15.0,46.0,14.785714285714286,10.0,29.0,37.342,-5.83322,73765.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Alcala de Guadaira,2010,PMF,41.0,24.0,10.0,15.0,46.0,14.428571428571429,10.0,29.0,37.342,-5.83322,73765.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Alcobendas,2001,FA,32.0,23.95,6.0,31.0,34.0,14.333333333333334,10.0,29.0,40.545,-3.6275,111040.0,2004,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Algeciras,2003,PMF,38.0,25.0,9.0,9.0,29.5,8.0,10.0,44.5,36.13,-5.4475,116917.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Algeciras,2004,PMF,38.0,25.0,9.0,9.0,29.5,8.0,10.0,44.5,36.13,-5.4475,116917.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Atazar,2007,PMF,41.0,21.0,7.0,31.0,35.0,9.0,10.0,18.0,40.9333333,-3.47194444,98.0,2010,ESP,Southwestern Europe,EU,Viana191–194,urban,year
Spain,Barcelona,1999,PCA,49.8,34.5,11.0,31.0,24.0,7.0,10.0,36.0,41.387916,2.170036,1620000.0,2001,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Barcelona,2000,PCA,49.8,34.5,11.0,31.0,24.0,7.0,10.0,36.0,41.387916,2.170036,1620000.0,2001,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Barcelona,2001,PCA,33.61666666666667,34.5,11.0,26.0,26.0,7.0,10.0,41.0,41.387916,2.170036,1620000.0,2002,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Bemantes,2001,FA,18.7,13.4,9.666666666666666,25.5,29.0,14.0,10.0,30.33333333333333,43.3377777,-8.1718111,228900.0,2005,ESP,Southwestern Europe,EU,"Querol178–180 + Salvador182,183",rural,year
Spain,Bertiz,2009,PMF,15.0,24.11111111111111,16.8,35.7,42.47708333333333,14.785714285714286,10.0,47.5,43.14,-1.61,628.0,2011,ESP,Southwestern Europe,EU,Aldabe208,rural,year
Spain,Campillo,2009,PMF,36.66363636363637,19.0,24.0,12.0,27.0,20.0,10.0,17.0,37.045,-4.861,2318.0,2014,ESP,Southwestern Europe,EU,Amato128–131,rural,year
Spain,Campillo,2010,PMF,15.0,24.0,8.0,17.0,32.0,19.0,10.0,24.0,37.045,-4.861,2318.0,2014,ESP,Southwestern Europe,EU,Amato128–131,rural,year
Spain,Canary Islands,2001,FA,43.9,23.95,35.0,33.0,5.0,14.333333333333334,10.0,27.0,28.13444,-16.5369,2118000.0,2004,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Carranque,2007,PMF,43.0,21.0,16.0,25.0,40.0,7.0,10.0,12.0,36.72,-4.429,4473.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Carranque,2008,PMF,43.0,21.0,16.0,25.0,40.0,7.0,10.0,12.0,36.72,-4.429,4473.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Carranque,2009,PMF,43.0,23.0,13.0,18.5,36.5,9.5,10.0,22.5,36.72,-4.429,4473.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Carranque,2010,PMF,43.0,23.0,13.0,18.5,36.5,9.5,10.0,22.5,36.72,-4.429,4473.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,El Prat Airport Barcelona,2007,APCS,49.0,21.0,3.0,33.0,31.0,11.5625,10.0,23.0,41.299702,2.08050833,1620000.0,2010,ESP,Southwestern Europe,EU,Amato128–131,mobile-airp,fall
Spain,Granada,2009,PMF,36.66363636363637,37.0,13.237916666666663,6.0,85.0,14.785714285714286,10.0,9.0,37.197,-3.6077,239017.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Granada,2010,PMF,36.22222222222222,37.0,14.375,6.0,85.0,14.428571428571429,10.0,9.0,37.197,-3.6077,239017.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Granada Norte,2007,PMF,44.0,21.0,13.38888888888889,11.0,77.0,11.5625,10.0,12.0,37.197,-3.6077,239017.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Granada Norte,2008,PMF,44.0,21.0,15.785714285714286,11.0,77.0,11.928571428571429,10.0,12.0,37.197,-3.6077,239017.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Granada Norte,2009,PMF,44.0,24.11111111111111,13.237916666666663,11.0,77.0,14.785714285714286,10.0,12.0,37.197,-3.6077,239017.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Granada Norte,2010,PMF,44.0,24.0,14.375,11.0,77.0,14.428571428571429,10.0,12.0,37.197,-3.6077,239017.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Huelva,1999,FA,37.2,34.5,15.0,47.0,33.0,16.0,10.0,22.0,37.257475,-6.949672,148568.0,2002,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Huelva,2000,FA,37.2,34.5,15.0,47.0,33.0,16.0,10.0,22.0,37.257475,-6.949672,148568.0,2002,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Huelva,2001,FA,38.0,23.95,5.0,27.0,33.0,22.0,10.0,13.0,37.257475,-6.949672,148568.0,2004,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Izana,2002,PMF,28.7,23.463230994152045,13.070899644945698,75.0,36.46841844193818,8.0,10.0,17.0,28.3088,-16.49944,28900.0,2011,ESP,Southwestern Europe,EU,Rodriguez211,remote,year
Spain,Izana,2003,PMF,28.7,22.33333333333333,11.166666666666666,75.0,28.0,8.0,10.0,17.0,28.3088,-16.49944,28900.0,2011,ESP,Southwestern Europe,EU,Rodriguez211,remote,year
Spain,Izana,2004,PMF,28.7,22.33333333333333,11.375,75.0,29.0,8.0,10.0,17.0,28.3088,-16.49944,28900.0,2011,ESP,Southwestern Europe,EU,Rodriguez211,remote,year
Spain,Izana,2005,PMF,28.7,21.0,13.275,75.0,26.5,8.0,10.0,17.0,28.3088,-16.49944,28900.0,2011,ESP,Southwestern Europe,EU,Rodriguez211,remote,year
Spain,Izana,2006,PMF,28.7,21.0,13.275,75.0,26.5,8.0,10.0,17.0,28.3088,-16.49944,28900.0,2011,ESP,Southwestern Europe,EU,Rodriguez211,remote,year
Spain,Izana,2007,PMF,28.7,21.0,13.38888888888889,75.0,40.05555555555556,8.0,10.0,17.0,28.3088,-16.49944,28900.0,2011,ESP,Southwestern Europe,EU,Rodriguez211,remote,year
Spain,Izana,2008,PMF,28.7,21.0,15.785714285714286,75.0,42.07142857142857,8.0,10.0,17.0,28.3088,-16.49944,28900.0,2011,ESP,Southwestern Europe,EU,Rodriguez211,remote,year
Spain,La Linea,2003,PMF,37.0,20.0,13.0,12.0,27.5,11.0,10.0,36.5,36.159,-5.348,64645.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,La Linea,2004,PMF,37.0,20.0,13.0,12.0,27.5,11.0,10.0,36.5,36.159,-5.348,64645.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,La Linea,2005,PMF,37.0,20.0,13.0,12.0,27.5,11.0,10.0,36.5,36.159,-5.348,64645.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,La Linea,2006,PMF,37.0,20.0,13.0,12.0,27.5,11.0,10.0,36.5,36.159,-5.348,64645.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,La Linea,2007,PMF,37.0,20.0,13.0,12.0,27.5,11.0,10.0,36.5,36.159,-5.348,64645.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,La Linea,2008,PMF,37.0,20.0,13.0,12.0,27.5,11.0,10.0,36.5,36.159,-5.348,64645.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,La Linea,2009,PMF,37.0,20.0,13.0,12.0,27.5,11.0,10.0,36.5,36.159,-5.348,64645.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,La Linea,2010,PMF,37.0,20.0,13.0,12.0,27.5,11.0,10.0,36.5,36.159,-5.348,64645.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Llodio,2001,FA,31.7,23.95,7.0,26.0,22.0,14.333333333333334,10.0,45.0,43.145,-2.9622222,18397.0,2004,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Spain,Los Barrios,2003,PMF,30.0,22.0,11.5,14.5,27.0,7.5,10.0,39.5,36.175,-5.4808,23141.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Los Barrios,2004,PMF,30.0,22.0,11.5,14.5,27.0,7.5,10.0,39.5,36.175,-5.4808,23141.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Los Barrios,2005,PMF,30.0,22.0,11.5,14.5,27.0,7.5,10.0,39.5,36.175,-5.4808,23141.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Los Barrios,2006,PMF,30.0,22.0,11.5,14.5,27.0,7.5,10.0,39.5,36.175,-5.4808,23141.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Los Barrios,2007,PMF,30.0,22.0,11.5,14.5,27.0,7.5,10.0,39.5,36.175,-5.4808,23141.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Los Barrios,2008,PMF,30.0,22.0,11.5,14.5,27.0,7.5,10.0,39.5,36.175,-5.4808,23141.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Los Barrios,2009,PMF,30.0,22.0,11.5,14.5,27.0,7.5,10.0,39.5,36.175,-5.4808,23141.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Los Barrios,2010,PMF,30.0,22.0,11.5,14.5,27.0,7.5,10.0,39.5,36.175,-5.4808,23141.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Madrid,1999,APCFA,47.7,34.5,3.0,26.0,48.0,11.5,10.0,23.0,40.4170944,-3.7,3234.0,2004,ESP,Southwestern Europe,EU,"Salvador182,183",urban,year
Spain,Madrid,2000,APCFA,47.7,34.5,3.0,26.0,48.0,11.5,10.0,23.0,40.4170944,-3.7,3234.0,2004,ESP,Southwestern Europe,EU,"Salvador182,183",urban,year
Spain,Madrid,2009,PMF,50.3,24.11111111111111,3.0,19.0,60.0,14.785714285714286,10.0,21.0,40.4170944,-3.7,3234.0,2011,ESP,Southwestern Europe,EU,Karanasiou158–160,urban,summer
Spain,Pamplona,2009,PMF,27.0,16.0,5.055,21.7875,11.725,14.785714285714286,10.0,61.4325,42.818,-1.644,197000.0,2011,ESP,Southwestern Europe,EU,Aldabe208,urban,year
Spain,Poblado Lepanto,2007,PMF,36.0,21.0,13.0,17.0,45.0,11.0,10.0,14.0,37.894,-4.768,567433.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Poblado Lepanto,2008,PMF,36.0,21.0,13.0,17.0,45.0,11.0,10.0,14.0,37.894,-4.768,567433.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Poblado Lepanto,2009,PMF,36.0,18.0,12.5,12.5,39.0,15.0,10.0,21.0,37.894,-4.768,567433.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Poblado Lepanto,2010,PMF,36.0,18.0,12.5,12.5,39.0,15.0,10.0,21.0,37.894,-4.768,567433.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban,year
Spain,Principes,2007,PMF,41.0,21.0,35.0,16.0,40.05555555555556,32.0,10.0,17.0,37.376,-6.2566,2257.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Principes,2008,PMF,41.0,21.0,35.0,16.0,42.07142857142857,32.0,10.0,17.0,37.376,-6.2566,2257.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Principes,2009,PMF,41.0,31.0,33.0,14.0,42.47708333333333,33.5,10.0,19.5,37.376,-6.2566,2257.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Principes,2010,PMF,41.0,24.0,35.0,16.0,44.66666666666666,32.0,10.0,17.0,37.376,-6.2566,2257.0,2014,ESP,Southwestern Europe,EU,Amato128–131,traffic,year
Spain,Puente Mayorga,2004,PMF,39.0,22.33333333333333,12.0,22.0,32.0,7.0,10.0,27.0,36.183,-5.386,2245.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Puente Mayorga,2005,PMF,39.0,21.0,12.0,22.0,32.0,7.0,10.0,27.0,36.183,-5.386,2245.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Puente Mayorga,2006,PMF,39.0,21.0,12.0,22.0,32.0,7.0,10.0,27.0,36.183,-5.386,2245.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Puente Mayorga,2007,PMF,39.0,21.0,12.0,22.0,32.0,7.0,10.0,27.0,36.183,-5.386,2245.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Puente Mayorga,2008,PMF,39.0,21.0,12.0,22.0,32.0,7.0,10.0,27.0,36.183,-5.386,2245.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Puente Mayorga,2009,PMF,39.0,24.11111111111111,12.0,22.0,32.0,7.0,10.0,27.0,36.183,-5.386,2245.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,Puente Mayorga,2010,PMF,39.0,24.0,12.0,22.0,32.0,7.0,10.0,27.0,36.183,-5.386,2245.0,2014,ESP,Southwestern Europe,EU,Amato128–131,urban-industrial,year
Spain,San Vicente del Reaspeig,2005,PMF,40.5,21.0,16.6,33.5,19.5,8.6,10.0,21.80000000000001,38.42361,-0.52222,55100.0,2011,ESP,Southwestern Europe,EU,Yubero213,urban,year
Spain,San Vicente del Reaspeig,2006,PMF,40.5,21.0,16.6,33.5,19.5,8.6,10.0,21.80000000000001,38.42361,-0.52222,55100.0,2011,ESP,Southwestern Europe,EU,Yubero213,urban,year
Spain,Tarragona,2001,FA,37.4,23.95,9.0,32.0,30.0,14.333333333333334,10.0,29.0,41.1247222,1.247777,155536.0,2004,ESP,Southwestern Europe,EU,Querol178–180,urban,year
Sri Lanka,Colombo,2000,PMF,,29.0,4.0,,75.0,,21.0,0.0,6.82,79.85,642163.0,2011,LKA,Southern Asia,AF,Seneviratne42,urban,year
Sri Lanka,Colombo,2001,PMF,,29.0,4.0,,75.0,,21.0,0.0,6.82,79.85,642163.0,2011,LKA,Southern Asia,AF,Seneviratne42,urban,year
Sri Lanka,Colombo,2002,PMF,,29.0,4.0,,75.0,,21.0,0.0,6.82,79.85,642163.0,2011,LKA,Southern Asia,AF,Seneviratne42,urban,year
Sri Lanka,Colombo,2003,PMF,,29.0,4.0,,75.0,,21.0,0.0,6.82,79.85,642163.0,2011,LKA,Southern Asia,AF,Seneviratne42,urban,year
Sri Lanka,Colombo,2004,PMF,,29.0,4.0,,75.0,,21.0,0.0,6.82,79.85,642163.0,2011,LKA,Southern Asia,AF,Seneviratne42,urban,year
Sri Lanka,Colombo,2005,PMF,,29.0,4.0,,75.0,,21.0,0.0,6.82,79.85,642163.0,2011,LKA,Southern Asia,AF,Seneviratne42,urban,year
Sweden,Lund,1993,PCA,11.0,2.2,13.5,,17.6,49.2,36.0,19.69999999999999,55.7,13.2,82800.0,1996,SWE,Northwestern Europe,EU,Swietlicki219,urban,spring
Sweden,Lycksele,2006,PMF,11.0,2.2,13.5,,18.0,49.2,36.0,46.0,64.5969083,18.67613,8597.0,2008,SWE,Northwestern Europe,EU,Krecl161,urban,winter
Switzerland,Zurich,2008,PMF,,21.0,6.0,11.0,9.0,2.0,2.0,70.0,47.3833333,8.533686,366765.0,2011,CHE,Western Europe,AF,Richard210,urban,year
Switzerland,Zurich,2009,PMF,,21.0,6.0,11.0,9.0,2.0,2.0,70.0,47.3833333,8.533686,366765.0,2011,CHE,Western Europe,AF,Richard210,urban,year
Taiwan,Taipei,2009,PCA,,87.5,,24.0,64.5,29.0,,9.0,25.092,121.559,2619000.0,2013,TWN,Southern China,AF,Liang20,urban,spring
Thailand,Chatuchak Bankok ,2003,PMF,,23.3,25.0,9.48,36.7,,19.0,9.819999999999991,13.836366,100.5619861,6355000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,residential,year
Thailand,Chatuchak Bankok ,2004,PMF,,23.3,25.0,9.48,36.7,,19.0,9.819999999999991,13.836366,100.5619861,6355000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,residential,year
Thailand,Chatuchak Bankok ,2005,PMF,,23.3,25.0,9.48,36.7,,19.0,9.819999999999991,13.836366,100.5619861,6355000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,residential,year
Thailand,Chatuchak Bankok ,2006,PMF,,23.3,25.0,9.48,36.7,,19.0,9.819999999999991,13.836366,100.5619861,6355000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,residential,year
Thailand,Chatuchak Bankok ,2007,PMF,,23.3,25.0,9.48,36.7,,19.0,9.819999999999991,13.836366,100.5619861,6355000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,residential,year
Thailand,Pathumthani,2003,PMF,,19.5,1.3,7.3,43.0,,32.0,16.400000000000006,14.201666,100.66254147,996000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,suburban,year
Thailand,Pathumthani,2004,PMF,,19.5,1.3,7.3,43.0,,32.0,16.400000000000006,14.201666,100.66254147,996000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,suburban,year
Thailand,Pathumthani,2005,PMF,,19.5,1.3,7.3,43.0,,32.0,16.400000000000006,14.201666,100.66254147,996000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,suburban,year
Thailand,Pathumthani,2006,PMF,,19.5,1.3,7.3,43.0,,32.0,16.400000000000006,14.201666,100.66254147,996000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,suburban,year
Thailand,Pathumthani,2007,PMF,,19.5,1.3,7.3,43.0,,32.0,16.400000000000006,14.201666,100.66254147,996000.0,2011,THA,South Eastern Asia,AS,Wimolwattanapun80,suburban,year
UK,Belfast,2002,APEG,17.5,16.0,2.0,31.0,9.0,28.0,4.1,32.0,54.5974055,-5.9299916,267500.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,Birmingham,1992,PCFA,20.395312500000003,11.0,2.0,14.0125,57.0,18.0,5.3375,23.0,52.483536,-1.893827,1074000.0,1997,GBR,Northwestern Europe,EU,Harrison218,urban,year
UK,Birmingham,2002,APEG,16.7,16.0,2.0,40.0,9.0,22.5,4.1,28.5,52.483536,-1.893827,1074000.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,Bury,2002,APEG,24.0,14.72222222222222,2.0,41.0,27.0,15.0,4.1,17.0,53.593527,-2.2986,60718.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban traffic,year
UK,Glasgow,2002,APEG,15.5,14.0,2.0,36.5,17.5,24.0,4.1,22.0,55.865758,-4.257105,598830.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,Haringey,2002,APEG,21.0,14.72222222222222,2.0,50.0,21.0,10.0,4.1,19.0,51.588591,-0.105905,255500.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban traffic,year
UK,Harwell,2002,APEG,12.8,10.0,2.0,55.0,8.0,9.5,4.1,27.5,51.596994,-1.2930833,2354.0,2005,GBR,Northwestern Europe,EU,DEFRA146,rural,year
UK,London,2002,APEG,20.45,16.0,2.0,28.0,16.0,20.5,4.1,35.5,51.5173833,-0.123036,8308000.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,London Bexley,2002,APEG,19.0,14.72222222222222,2.0,42.0,9.0,20.0,4.1,29.0,51.44128056,0.1486694,8308000.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,London North Kensington ,2002,APEG,19.4,14.72222222222222,2.0,51.0,9.0,14.0,4.1,26.0,51.5019583,-0.1910722,8308000.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,M25 Staines,2002,APEG,23.0,12.5,2.0,23.0,41.5,10.0,4.1,25.5,51.4351611,-0.508908,175000.0,2005,GBR,Northwestern Europe,EU,DEFRA146,rural,year
UK,Manchester,2002,APEG,20.45,16.0,2.0,40.0,10.0,17.0,4.1,33.0,53.477369,-2.2309027,503127.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,Manchester Piccadilly,2002,APEG,21.5,14.72222222222222,2.0,50.0,10.0,17.0,4.1,23.0,53.477369,-2.2309027,503127.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,Marylebone Road London,2002,APEG,34.0,21.0,2.0,30.5,44.0,9.0,4.1,16.5,51.522511,-0.154022,8308000.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban traffic,year
UK,Port Talbot,2012,PMF,19.575,7.6,24.0,38.06328125,14.5,29.5,4.17734375,32.0,51.56,-3.766,35633.0,2014,GBR,Northwestern Europe,EU,Taiwo188,urban-industrial,spring
UK,Rochester,2002,APEG,20.45,11.0,2.0,32.0,5.0,20.0,4.1,43.0,51.389788,0.5037916,27000.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
UK,Thurrock,2002,APEG,21.0,14.72222222222222,2.0,45.0,5.0,20.0,4.1,30.0,51.5,0.416786,251100.0,2005,GBR,Northwestern Europe,EU,DEFRA146,urban,year
USA,Acadia Natl Pk,1998,PMF-UNMIX,18.10188679245283,7.5,5.3,1.3,52.0,5.3,4.0,32.099999999999994,44.38,-68.26,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Acadia Natl Pk,1999,PMF-UNMIX,18.10188679245283,7.5,5.3,1.3,52.0,5.3,4.0,32.099999999999994,44.38,-68.26,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Acadia Natl Pk,2000,PMF-UNMIX,18.10188679245283,7.5,5.3,1.3,52.0,5.3,4.0,32.099999999999994,44.38,-68.26,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Anaheim,1986,CMB,52.7,15.137964410154304,4.17,9.106666666666667,54.8,1.580714285714286,5.083571428571429,41.03,33.835,-117.914,336265.0,2000,USA,USA,,Kim97–103,urban,year
USA,Arendtsville,1998,PMF-UNMIX,18.10188679245283,22.5,4.216060606060607,11.575185185185186,8.88,5.955476190476191,11.089333333333332,91.12,39.92,-77.31,941.0,2002,USA,USA,,"Coutant92,93",urban,year
