country,city,year,methodology,concentration_pm10,concentration_pm25,sea_salt,dust,traffic,industry,biomass_burn,other_source,latitude,longitude,population,study_year,iso3,region,continent,reference_author,site_typology,season
USA,Arendtsville,1999,PMF-UNMIX,18.10188679245283,22.5,4.112222222222223,10.442962962962964,8.88,8.582745098039213,10.927499999999998,91.12,39.92,-77.31,941.0,2002,USA,USA,,"Coutant92,93",urban,year
USA,Arendtsville,2000,PMF-UNMIX,18.10188679245283,22.5,5.514473684210526,9.82188888888889,8.88,9.617654320987654,12.52974358974359,91.12,39.92,-77.31,941.0,2002,USA,USA,,"Coutant92,93",urban,year
USA,Atlanta,1998,ME + PMF,18.10188679245283,18.15,4.216060606060607,2.45,21.45,5.15,5.0,65.95,33.78,-84.41,443000.0,2003,USA,USA,,Kim97–103,urban,year
USA,Atlanta,1999,ME + PMF,18.10188679245283,18.15,4.112222222222223,2.45,21.45,5.15,5.0,65.95,33.78,-84.41,443000.0,2003,USA,USA,,Kim97–103,urban,year
USA,Atlanta,2000,ME + PMF,18.10188679245283,17.766666666666666,5.514473684210526,2.6666666666666665,19.4,6.566666666666666,10.733333333333334,60.63333333333333,33.78,-84.41,443000.0,2004,USA,USA,,Kim97–103 + Liu107,urban,year
USA,Atlanta,2001,PMF,18.10188679245283,17.0,6.766111111111112,3.1,15.3,9.4,22.2,50.0,33.78,-84.41,443000.0,2006,USA,USA,,Liu107,urban,year
USA,Bakersfield,2002,PMF,16.7,20.4,1.25,8.0,11.25,1.5,10.0,68.0,35.37,-119.13,363000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Bakersfield,2003,PMF,18.10188679245283,20.4,1.25,8.0,11.25,1.5,10.0,68.0,35.37,-119.13,363000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Bakersfield,2004,PMF,18.10188679245283,20.4,1.25,8.0,11.25,1.5,10.0,68.0,35.37,-119.13,363000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Bakersfield,2005,PMF,18.10188679245283,20.4,1.25,8.0,11.25,1.5,10.0,68.0,35.37,-119.13,363000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Bakersfield,2006,PMF,18.10188679245283,20.4,1.25,8.0,11.25,1.5,10.0,68.0,35.37,-119.13,363000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Bakersfield,2007,PMF,18.10188679245283,20.4,1.25,8.0,11.25,1.5,10.0,68.0,35.37,-119.13,363000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Baltimore,2002,ME,16.7,20.7,1.0,6.682,27.0,26.0,11.81842105263158,46.0,39.2891,-76.5546,621000.0,2005,USA,USA,,Ogulei111,urban,year
USA,Baltimore-Wash,1999,UNMIX,18.10188679245283,13.0,4.112222222222223,10.442962962962964,13.8,1.53,12.3,72.37,39.1,-76.74,621000.0,2002,USA,USA,,"Chen87,88",suburban,year
USA,Baltimore-Wash,2000,UNMIX,18.10188679245283,13.0,5.514473684210526,9.82188888888889,13.8,1.53,12.3,72.37,39.1,-76.74,621000.0,2002,USA,USA,,"Chen87,88",suburban,year
USA,Baltimore-Wash,2001,UNMIX,18.10188679245283,13.0,6.766111111111112,6.064074074074074,13.8,1.53,12.3,72.37,39.1,-76.74,621000.0,2002,USA,USA,,"Chen87,88",suburban,year
USA,Bayland Park,2003,PMF,18.10188679245283,9.2,4.3,2.2,6.8,19.2,3.2,64.3,29.695833,-95.4999,73238.0,2008,USA,USA,,Chiou89–91,urban,year
USA,Bayland Park,2004,PMF,18.10188679245283,9.2,4.3,2.2,6.8,19.2,3.2,64.3,29.695833,-95.4999,73238.0,2008,USA,USA,,Chiou89–91,urban,year
USA,Bayland Park,2005,PMF,18.10188679245283,9.2,4.3,2.2,6.8,19.2,3.2,64.3,29.695833,-95.4999,73238.0,2008,USA,USA,,Chiou89–91,urban,year
USA,Beacon Hill (Seattle),2000,PMF,18.10188679245283,8.39,8.58,2.7,36.4,7.9,8.0,36.42000000000001,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Beacon Hill (Seattle),2001,PMF,18.10188679245283,8.39,8.58,2.7,36.4,7.9,8.0,36.42000000000001,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Beacon Hill (Seattle),2002,PMF,16.7,8.39,8.58,2.7,36.4,7.9,8.0,36.42000000000001,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Beacon Hill (Seattle),2003,PMF,18.10188679245283,8.39,8.58,2.7,36.4,7.9,8.0,36.42000000000001,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Beacon Hill (Seattle),2004,PMF,18.10188679245283,8.39,8.58,2.7,36.4,7.9,8.0,36.42000000000001,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Beacon Hill (Seattle),2005,PMF,18.10188679245283,8.39,8.58,2.7,36.4,7.9,8.0,36.42000000000001,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Big Bend Park,2003,PMF,18.10188679245283,4.7,7.09578947368421,2.7,14.2,6.4,11.267234848484849,76.7,29.200833,-103.266352,0.0,2009,USA,USA,,Chiou89–91,remote,year
USA,Big Bend Park,2004,PMF,18.10188679245283,4.7,7.672941176470588,2.7,14.2,6.4,13.105245098039218,76.7,29.200833,-103.266352,0.0,2009,USA,USA,,Chiou89–91,remote,year
USA,Big Bend Park,2005,PMF,18.10188679245283,4.7,7.361470588235293,2.7,14.2,6.4,15.119666666666667,76.7,29.200833,-103.266352,0.0,2009,USA,USA,,Chiou89–91,remote,year
USA,Big Bend Park,2006,PMF,18.10188679245283,4.7,5.946234567901235,2.7,14.2,6.4,17.769166666666667,76.7,29.200833,-103.266352,0.0,2009,USA,USA,,Chiou89–91,remote,year
USA,Birmingham,2000,PMF,18.10188679245283,18.0,2.0,4.1,11.8,20.5,10.7,52.900000000000006,33.55,-86.82,212000.0,2006,USA,USA,,Liu107,urban,year
USA,Birmingham,2001,PMF-UNMIX + PMF,18.10188679245283,19.266666666666666,2.0,5.349999999999999,25.2,14.096666666666666,7.399999999999999,52.20333333333334,33.55,-86.82,212000.0,2005,USA,USA,,"Coutant92,93 + Liu107 + Baumann221",urban,year
USA,Birmingham,2002,PMF-UNMIX + PMF,16.7,19.9,2.0,6.6,31.9,10.895,4.1,51.855,33.55,-86.82,212000.0,2005,USA,USA,,"Coutant92,93 + Baumann221",urban,year
USA,Birmingham,2003,PMF,18.10188679245283,20.3,2.0,14.0125,30.5,14.1,4.1,51.29999999999999,33.55,-86.814,212000.0,2008,USA,USA,,Baumann221,industrial,year
USA,Birmingham,2004,PMF,18.10188679245283,20.3,2.0,14.0125,30.5,14.1,4.1,51.29999999999999,33.55,-86.814,212000.0,2008,USA,USA,,Baumann221,industrial,year
USA,Birmingham,2005,PMF,18.10188679245283,20.3,2.0,14.0125,30.5,14.1,4.1,51.29999999999999,33.55,-86.814,212000.0,2008,USA,USA,,Baumann221,industrial,year
USA,Birmingham,2006,PMF,18.10188679245283,20.3,2.0,14.0125,30.5,14.1,4.1,51.29999999999999,33.55,-86.814,212000.0,2008,USA,USA,,Baumann221,industrial,year
USA,Bondville,1998,PMF-UNMIX,18.10188679245283,18.7,4.216060606060607,0.53,1.6,0.53,4.27,93.07,40.05,-88.37,443.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Bondville,1999,PMF-UNMIX,18.10188679245283,18.7,4.112222222222223,0.53,1.6,0.53,4.27,93.07,40.05,-88.37,443.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Bondville,2000,PMF-UNMIX,18.10188679245283,18.7,5.514473684210526,0.53,1.6,0.53,4.27,93.07,40.05,-88.37,443.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Bounday Waters,1998,PMF-UNMIX,18.10188679245283,5.4,0.6,3.7,40.7,2.5,1.25,51.25,47.95,-91.5,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Bounday Waters,1999,PMF-UNMIX,18.10188679245283,5.4,0.6,3.7,40.7,2.5,1.25,51.25,47.95,-91.5,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Bounday Waters,2000,PMF-UNMIX,18.10188679245283,5.4,0.6,3.7,40.7,2.5,1.25,51.25,47.95,-91.5,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Brigantine,1991,PMF,18.10188679245283,11.4,7.89,1.7,15.7,4.38,7.89,70.33,39.47,-74.45,9420.0,2003,USA,USA,,"Lee8,104",rural,year
USA,Brigantine,1992,PMF,18.10188679245283,11.4,7.945,1.285,10.48,5.24,7.89,71.10499999999999,39.47,-74.45,9420.0,2002,USA,USA,,"Lee8,104 + Song115",rural,year
USA,Brigantine,1993,PMF,18.10188679245283,11.4,7.945,1.285,10.48,5.24,7.89,71.10499999999999,39.47,-74.45,9420.0,2002,USA,USA,,"Lee8,104 + Song115",rural,year
USA,Brigantine,1994,PMF,18.10188679245283,11.4,7.945,1.285,10.48,5.24,7.89,71.10499999999999,39.47,-74.45,9420.0,2002,USA,USA,,"Lee8,104 + Song115",rural,year
USA,Brigantine,1995,PMF,3.0,11.4,7.945,1.285,10.48,5.24,7.89,71.10499999999999,39.47,-74.45,9420.0,2002,USA,USA,,"Lee8,104 + Song115",rural,year
USA,Brigantine,1996,PMF,3.0,11.4,7.945,1.285,10.48,5.24,7.89,71.10499999999999,39.47,-74.45,9420.0,2002,USA,USA,,"Lee8,104 + Song115",rural,year
USA,Brigantine,1997,PMF,18.10188679245283,11.4,7.945,1.285,10.48,5.24,7.89,71.10499999999999,39.47,-74.45,9420.0,2002,USA,USA,,"Lee8,104 + Song115",rural,year
USA,Brigantine,1998,PMF-UNMIX + PMF,18.10188679245283,11.466666666666669,7.296666666666667,1.143333333333333,17.043333333333333,8.09,7.89,63.79666666666666,39.47,-74.45,9420.0,2002,USA,USA,,"Coutant92,93 + Lee8,104 + Song115",rural,year
USA,Brigantine,1999,PMF-UNMIX + PMF,18.10188679245283,11.466666666666669,7.296666666666667,1.143333333333333,17.043333333333333,8.09,7.89,63.79666666666666,39.47,-74.45,9420.0,2002,USA,USA,,"Coutant92,93 + Lee8,104 + Song115",rural,year
USA,Brigantine,2000,PMF-UNMIX,18.10188679245283,11.6,6.0,0.86,30.17,13.79,7.89,49.18,39.47,-74.45,9420.0,2002,USA,USA,,"Coutant92,93",rural,year
USA,Bronks,2001,PMF-UNMIX,18.10188679245283,16.1,1.86,6.2,15.5,18.6,11.299649122807017,57.84,40.86,-73.88,1385000.0,2003,USA,USA,,"Coutant92,93",urban,year
USA,Bronks,2002,PMF-UNMIX,16.7,16.1,1.86,6.2,15.5,18.6,11.81842105263158,57.84,40.86,-73.88,1385000.0,2003,USA,USA,,"Coutant92,93",urban,year
USA,Centerville,2000,PMF,18.10188679245283,13.0,5.514473684210526,1.6,8.2,9.8,19.2,61.2,31.4,-86.8789,2778.0,2006,USA,USA,,Liu107,rural,year
USA,Centerville,2001,PMF,18.10188679245283,13.0,6.766111111111112,1.6,8.2,9.8,19.2,61.2,31.4,-86.8789,2778.0,2006,USA,USA,,Liu107,rural,year
USA,Charlotte,2001,PMF-UNMIX,18.10188679245283,16.2,0.6,3.7,23.8,16.0,11.299649122807017,55.9,35.24,-80.79,775000.0,2003,USA,USA,,"Coutant92,93",urban,year
USA,Charlotte,2002,PMF-UNMIX,16.7,16.2,0.6,3.7,23.8,16.0,11.81842105263158,55.9,35.24,-80.79,775000.0,2003,USA,USA,,"Coutant92,93",urban,year
USA,Cleveland,2001,ME,18.10188679245283,19.0,6.766111111111112,12.2,6.3,9.96,6.12,65.42,41.49,-81.69,390000.0,2009,USA,USA,,Zhou230,urban,year
USA,Cleveland,2002,ME,16.7,19.0,5.93047619047619,12.2,6.3,9.96,6.12,65.42,41.49,-81.69,390000.0,2009,USA,USA,,Zhou230,urban,year
USA,Cleveland,2003,ME,18.10188679245283,19.0,7.09578947368421,12.2,6.3,9.96,6.12,65.42,41.49,-81.69,390000.0,2009,USA,USA,,Zhou230,urban,year
USA,Connecticut Hill,1998,PMF-UNMIX,18.10188679245283,19.0,4.216060606060607,11.575185185185186,7.89,5.955476190476191,11.089333333333332,92.11,42.4,-76.65,100.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Connecticut Hill,1999,PMF-UNMIX,18.10188679245283,19.0,4.112222222222223,10.442962962962964,7.89,8.582745098039213,10.927499999999998,92.11,42.4,-76.65,100.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Connecticut Hill,2000,PMF-UNMIX,18.10188679245283,19.0,5.514473684210526,9.82188888888889,7.89,9.617654320987654,12.52974358974359,92.11,42.4,-76.65,100.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Corpus Christi,2003,CMB,18.10188679245283,9.1895,9.5,4.5,25.0,2.0,2.5,57.5,27.81,-97.4658,312195.0,2013,USA,USA,,Subramoney116,urban-industrial,year
USA,Corpus Christi,2004,CMB,18.10188679245283,9.1895,9.5,4.5,25.0,2.0,2.5,57.5,27.81,-97.4658,312195.0,2013,USA,USA,,Subramoney116,urban-industrial,year
USA,Corpus Christi,2005,CMB,18.10188679245283,9.1895,9.5,4.5,25.0,2.0,2.5,57.5,27.81,-97.4658,312195.0,2013,USA,USA,,Subramoney116,urban-industrial,year
USA,Dallas,2005,PMF,18.10188679245283,11.2,7.361470588235293,5.449583333333333,32.0,7.562666666666667,16.0,52.0,32.7979916,-96.767711,1241000.0,2010,USA,USA,,Yuling120,urban,year
USA,Dallas,2006,PMF,18.10188679245283,11.2,5.946234567901235,6.31725,32.0,4.234285714285714,16.0,52.0,32.7979916,-96.767711,1241000.0,2010,USA,USA,,Yuling120,urban,year
USA,Dearbon Detroit,2007,PMF + UNMIX,18.10188679245283,15.66,7.179567901234568,6.073333333333333,24.45,12.575,17.302999999999997,62.975,42.3075,-83.1496,701000.0,2013,USA,USA,,Pancras112,industrial,summer
USA,Detroit,1999,PMF,18.10188679245283,17.22,4.112222222222223,10.442962962962964,33.0,4.0,10.927499999999998,63.0,42.331427,-83.046461,701000.0,2008,USA,USA,,Hammond95,urban,year
USA,Detroit,2000,PMF,18.10188679245283,15.61,5.514473684210526,9.82188888888889,23.5,27.0,12.52974358974359,49.5,42.331427,-83.046461,701000.0,2007,USA,USA,,Hammond95 + Morishita110,urban,year + summer
USA,Detroit,2001,PMF,18.10188679245283,17.22,6.766111111111112,6.064074074074074,33.0,4.0,11.299649122807017,63.0,42.331427,-83.046461,701000.0,2008,USA,USA,,Hammond95,urban,year
USA,Detroit,2002,PMF,16.7,17.22,5.93047619047619,6.682,33.0,4.0,11.81842105263158,63.0,42.331427,-83.046461,701000.0,2008,USA,USA,,Hammond95,urban,year
USA,Dolly Sods,1998,PMF-UNMIX,18.10188679245283,12.7,9.4,6.2,35.4,3.1,5.5,40.4,39.11,-79.43,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Dolly Sods,1999,PMF-UNMIX,18.10188679245283,12.7,9.4,6.2,35.4,3.1,5.5,40.4,39.11,-79.43,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Dolly Sods,2000,PMF-UNMIX,18.10188679245283,12.7,9.4,6.2,35.4,3.1,5.5,40.4,39.11,-79.43,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Duwamish (Seattle),2000,PMF,18.10188679245283,12.21,7.5,5.7,18.0,14.6,10.0,44.2,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Duwamish (Seattle),2001,PMF,18.10188679245283,12.21,7.5,5.7,18.0,14.6,10.0,44.2,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Duwamish (Seattle),2002,PMF,16.7,12.21,7.5,5.7,18.0,14.6,10.0,44.2,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Duwamish (Seattle),2003,PMF,18.10188679245283,12.21,7.5,5.7,18.0,14.6,10.0,44.2,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Duwamish (Seattle),2004,PMF,18.10188679245283,12.21,7.5,5.7,18.0,14.6,10.0,44.2,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Duwamish (Seattle),2005,PMF,18.10188679245283,12.21,7.5,5.7,18.0,14.6,10.0,44.2,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,El Cajon,2002,PMF,16.7,14.3,5.93047619047619,5.7,16.0,3.5,14.28,60.52000000000001,32.79,-116.96,101200.0,2014,USA,USA,,Hasheminassab223,rural,year
USA,El Cajon,2003,PMF,18.10188679245283,14.3,7.09578947368421,5.7,16.0,3.5,14.28,60.52000000000001,32.79,-116.96,101200.0,2014,USA,USA,,Hasheminassab223,rural,year
USA,El Cajon,2004,PMF,18.10188679245283,14.3,7.672941176470588,5.7,16.0,3.5,14.28,60.52000000000001,32.79,-116.96,101200.0,2014,USA,USA,,Hasheminassab223,rural,year
USA,El Cajon,2005,PMF,18.10188679245283,14.3,7.361470588235293,5.7,16.0,3.5,14.28,60.52000000000001,32.79,-116.96,101200.0,2014,USA,USA,,Hasheminassab223,rural,year
USA,El Cajon,2006,PMF,18.10188679245283,14.3,5.946234567901235,5.7,16.0,3.5,14.28,60.52000000000001,32.79,-116.96,101200.0,2014,USA,USA,,Hasheminassab223,rural,year
USA,El Cajon,2007,PMF,18.10188679245283,14.3,7.179567901234568,5.7,16.0,3.5,14.28,60.52000000000001,32.79,-116.96,101200.0,2014,USA,USA,,Hasheminassab223,rural,year
USA,Fairbanks,2005,CMB,18.10188679245283,12.77,1.5,3.4,30.6,7.562666666666667,40.5,24.0,64.83,-147.71,32312.0,2014,USA,USA,,"Wang117,118",urban,year
USA,Fairbanks,2006,CMB,18.10188679245283,12.77,1.5,3.4,30.6,4.234285714285714,40.5,24.0,64.83,-147.71,32312.0,2014,USA,USA,,"Wang117,118",urban,year
USA,Fairbanks,2007,CMB,18.10188679245283,12.77,1.5,3.4,30.6,3.619166666666667,40.5,24.0,64.83,-147.71,32312.0,2014,USA,USA,,"Wang117,118",urban,year
USA,Fairbanks,2008,CMB,18.10188679245283,18.685,1.5,3.4,19.1,10.16,56.25,22.200000000000003,64.83,-147.71,32312.0,2013,USA,USA,,"Wang117,118 + Ward119",urban,year
USA,Fairbanks,2009,CMB,18.10188679245283,18.685,1.5,3.4,19.1,10.16,56.25,22.200000000000003,64.83,-147.71,32312.0,2013,USA,USA,,"Wang117,118 + Ward119",urban,year
USA,Fairbanks,2010,CMB,37.0,18.685,1.5,3.4,19.1,23.15,56.25,22.200000000000003,64.83,-147.71,32312.0,2013,USA,USA,,"Wang117,118 + Ward119",urban,year
USA,Fairbanks,2011,CMB,37.0,18.685,1.5,3.4,19.1,23.15,56.25,22.200000000000003,64.83,-147.71,32312.0,2013,USA,USA,,"Wang117,118 + Ward119",urban,year
USA,Fairbanks,2012,CMB,18.10188679245283,12.77,1.5,3.4,30.6,10.16,40.5,24.0,64.83,-147.71,32312.0,2014,USA,USA,,"Wang117,118",urban,year
USA,Fresno,2002,PMF,16.7,20.45,4.5,6.682,9.5,11.184565217391304,25.0,61.0,36.08,-119.77,509000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Fresno,2003,PMF,18.10188679245283,20.45,4.5,6.663804347826088,9.5,7.9465,25.0,61.0,36.08,-119.77,509000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Fresno,2004,PMF,18.10188679245283,20.45,4.5,6.170416666666666,9.5,7.611333333333333,25.0,61.0,36.08,-119.77,509000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Fresno,2005,PMF,18.10188679245283,20.45,4.5,5.449583333333333,9.5,7.562666666666667,25.0,61.0,36.08,-119.77,509000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Fresno,2006,PMF,18.10188679245283,20.45,4.5,6.31725,9.5,4.234285714285714,25.0,61.0,36.08,-119.77,509000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Fresno,2007,PMF,18.10188679245283,20.45,4.5,6.073333333333333,9.5,3.619166666666667,25.0,61.0,36.08,-119.77,509000.0,2014,USA,USA,,Hasheminassab223,urban,year
USA,Georgetown (Seattle),2000,PMF,18.10188679245283,9.63,14.43,5.0,20.5,1.4,19.3,39.370000000000005,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Georgetown (Seattle),2001,PMF,18.10188679245283,9.63,14.43,5.0,20.5,1.4,19.3,39.370000000000005,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Georgetown (Seattle),2002,PMF,16.7,9.63,14.43,5.0,20.5,1.4,19.3,39.370000000000005,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Georgetown (Seattle),2003,PMF,18.10188679245283,9.63,14.43,5.0,20.5,1.4,19.3,39.370000000000005,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Georgetown (Seattle),2004,PMF,18.10188679245283,9.63,14.43,5.0,20.5,1.4,19.3,39.370000000000005,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Georgetown (Seattle),2005,PMF,18.10188679245283,9.63,14.43,5.0,20.5,1.4,19.3,39.370000000000005,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,industrial,year
USA,Great Smoky Mount,1998,PMF-UNMIX + PMF,18.10188679245283,13.0,1.49,5.25,31.5,3.7,2.65,58.005,35.63,-83.64,0.0,2004,USA,USA,,"Coutant92,93 + Kim97–103",remote,year
USA,Great Smoky Mount,1999,PMF-UNMIX + PMF,18.10188679245283,13.0,1.49,5.25,31.5,3.7,2.65,58.005,35.63,-83.64,0.0,2004,USA,USA,,"Coutant92,93 + Kim97–103",remote,year
USA,Great Smoky Mount,2000,PMF-UNMIX + PMF,18.10188679245283,13.0,1.49,5.25,31.5,3.7,2.65,58.005,35.63,-83.64,0.0,2004,USA,USA,,"Coutant92,93 + Kim97–103",remote,year
USA,Great Smoky Mount,2001,PMF,18.10188679245283,12.6,1.49,6.1,13.8,3.7000000000000006,0.1,80.0,35.63,-83.64,0.0,2006,USA,USA,,Kim97–103,remote,year
USA,Great Smoky Mount,2002,PMF,16.7,12.6,1.49,6.1,13.8,3.7000000000000006,0.1,80.0,35.63,-83.64,0.0,2006,USA,USA,,Kim97–103,remote,year
USA,Great Smoky Mount,2003,PMF,18.10188679245283,12.6,1.49,6.1,13.8,3.7000000000000006,0.1,80.0,35.63,-83.64,0.0,2006,USA,USA,,Kim97–103,remote,year
USA,Houston,2001,PMF-UNMIX,18.10188679245283,14.2,2.0,5.63,43.6,6.33,11.299649122807017,42.44,29.9,-95.33,2160000.0,2003,USA,USA,,"Coutant92,93",urban,year
USA,Houston,2002,PMF-UNMIX,16.7,14.2,2.0,5.63,43.6,6.33,11.81842105263158,42.44,29.9,-95.33,2160000.0,2003,USA,USA,,"Coutant92,93",urban,year
USA,Indianapolis,2000,PMF,18.10188679245283,17.52,2.89,5.3,25.0,7.0,1.7,62.7,39.81,-86.11,852000.0,2006,USA,USA,,Zhao229,urban,year
USA,Indianapolis,2001,PMF-UNMIX + PMF,18.10188679245283,17.41,2.89,4.05,21.7,7.0,1.7,68.45500000000001,39.81,-86.11,844000.0,2004,USA,USA,,"Coutant92,93 + Zhao229",urban,year
USA,Indianapolis,2002,PMF-UNMIX + PMF,16.7,17.41,2.89,4.05,21.7,7.0,1.7,68.45500000000001,39.81,-86.11,844000.0,2004,USA,USA,,"Coutant92,93 + Zhao229",urban,year
USA,Indianapolis,2003,PMF,18.10188679245283,17.52,2.89,5.3,25.0,7.0,1.7,62.7,39.81,-86.11,852000.0,2006,USA,USA,,Zhao229,urban,year
USA,Jeff James River,1998,PMF-UNMIX,18.10188679245283,14.7,4.216060606060607,3.4,25.0,8.16,15.0,48.44,37.67,-79.43,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Jeff James River,1999,PMF-UNMIX,18.10188679245283,14.7,4.112222222222223,3.4,25.0,8.16,15.0,48.44,37.67,-79.43,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Jeff James River,2000,PMF-UNMIX,18.10188679245283,14.7,5.514473684210526,3.4,25.0,8.16,15.0,48.44,37.67,-79.43,0.0,2002,USA,USA,,"Coutant92,93",remote,year
USA,Lake Forest (Seattle),2000,PMF,18.10188679245283,10.06,12.0,2.28,26.5,9.617654320987654,30.0,29.219999999999995,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Lake Forest (Seattle),2001,PMF,18.10188679245283,10.06,12.0,2.28,26.5,10.425061728395065,30.0,29.219999999999995,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Lake Forest (Seattle),2002,PMF,16.7,10.06,12.0,2.28,26.5,11.184565217391304,30.0,29.219999999999995,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Lake Forest (Seattle),2003,PMF,18.10188679245283,10.06,12.0,2.28,26.5,7.9465,30.0,29.219999999999995,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Lake Forest (Seattle),2004,PMF,18.10188679245283,10.06,12.0,2.28,26.5,7.611333333333333,30.0,29.219999999999995,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Lake Forest (Seattle),2005,PMF,18.10188679245283,10.06,12.0,2.28,26.5,7.562666666666667,30.0,29.219999999999995,47.7,-122.33,652000.0,2008,USA,USA,,Kim224,residential,year
USA,Las Vegas,2003,CMB,18.10188679245283,16.6,7.09578947368421,6.663804347826088,69.5,7.9465,14.77,15.730000000000004,36.12,-115.18,596000.0,2013,USA,USA,,Green94,urban,year
USA,Lennox,1986,CMB,45.1,15.137964410154304,5.5,9.106666666666667,43.4,1.580714285714286,5.083571428571429,51.1,33.938,-118.3526,22753.0,2000,USA,USA,,Kim97–103,urban,year
USA,Livonia,1998,PMF-UNMIX,18.10188679245283,20.1,4.216060606060607,38.8,19.4,10.4,11.089333333333332,31.40000000000001,38.53,-86.26,128.0,2002,USA,USA,,"Coutant92,93",rural,year
USA,Livonia,1999,PMF-UNMIX,18.10188679245283,20.1,4.112222222222223,38.8,19.4,10.4,10.927499999999998,31.40000000000001,38.53,-86.26,128.0,2002,USA,USA,,"Coutant92,93",rural,year
USA,Livonia,2000,PMF-UNMIX,18.10188679245283,20.1,5.514473684210526,38.8,19.4,10.4,12.52974358974359,31.40000000000001,38.53,-86.26,128.0,2002,USA,USA,,"Coutant92,93",rural,year
USA,Long Beach,1986,CMB,49.9,15.137964410154304,3.0,8.2,50.3,1.580714285714286,1.9,38.5,33.803,-118.1584,467882.0,2000,USA,USA,,Kim97–103,urban,year
USA,Long Beach,2007,CMB,18.10188679245283,14.4,13.1,8.2,35.5,3.619166666666667,1.9,50.45,33.803,-118.1584,467882.0,2008,USA,USA,,Miguillon227,urban-harbor,winter + summer
USA,Los Angeles,1986,CMB,60.3,15.137964410154304,2.8,9.9,44.7,1.6000000000000003,8.173333333333334,42.6,34.053,-118.242,3858000.0,2000,USA,USA,,Kim97–103,urban,year
USA,Los Angeles,2001,PMF,18.10188679245283,21.0,7.3,7.1,32.4,1.6000000000000003,8.173333333333334,53.3,34.053,-118.242,3858000.0,2007,USA,USA,,Kim228,urban,year
USA,Los Angeles,2002,PMF,16.7,17.75,7.3,7.55,28.2,1.6000000000000003,10.0,55.65,34.053,-118.242,3858000.0,2010,USA,USA,,Hasheminassab223 + Kim228,urban,year
USA,Los Angeles,2003,PMF,18.10188679245283,20.595,8.593333333333334,6.31,23.0,1.6000000000000003,6.346666666666667,58.71,34.053,-118.242,3858000.0,2010,USA,USA,,Hasheminassab223 + Hasheminassab222 + Kim225 + Kim228,urban,year
