location_id,year,no2_pred
819,2024,16.199999999999996
819,2025,16.199999999999996
819,2026,16.199999999999996
820,2023,22.477
820,2024,22.477
821,2023,11.507809033169913
828,2023,33.052
830,2023,15.87100204129568
835,2023,21.788
835,2024,21.788
836,2023,2.029
836,2024,2.029
837,2023,5.227999829933776
839,2023,12.512
839,2024,12.512
839,2025,12.512
839,2026,12.512
842,2023,29.504
842,2024,29.504
844,2023,12.821
852,2023,34.236259365994236
859,2023,6.553
859,2024,6.553
869,2023,34.0
869,2024,34.0
869,2025,34.0
869,2026,34.0
872,2023,16.560544147178444
872,2024,16.560544147178444
882,2023,34.236259365994236
884,2023,37.99999999999999
884,2024,37.99999999999999
884,2025,37.99999999999999
884,2026,37.99999999999999
885,2023,27.0
902,2023,13.565991488793983
907,2023,6.938
907,2024,6.938
907,2025,6.938
907,2026,6.938
908,2023,39.47
908,2024,39.47
910,2023,23.911996916074795
912,2023,27.63
912,2024,27.63
916,2023,21.981
916,2024,21.981
917,2023,3.405
917,2024,3.405
917,2025,3.405
917,2026,3.405
918,2023,34.236259365994236
920,2023,16.852001900337772
926,2023,34.236259365994236
936,2023,18.187605789473686
936,2024,18.187605789473686
936,2025,18.187605789473686
936,2026,18.187605789473686
945,2023,10.070456043956042
948,2023,21.949
950,2023,3.561
950,2024,3.561
954,2023,9.028757598650143
955,2023,10.861
955,2024,10.861
955,2025,10.861
955,2026,10.861
962,2023,18.549285256410254
969,2023,12.963
969,2024,12.963
976,2023,1.826
976,2024,1.826
978,2023,14.923
978,2024,14.923
978,2025,14.923
978,2026,14.923
980,2023,22.649
980,2024,22.649
995,2023,31.271258358662614
995,2024,31.271258358662614
995,2025,31.271258358662614
995,2026,31.271258358662614
998,2023,22.850396335216946
998,2024,22.850396335216946
998,2025,22.850396335216946
998,2026,22.850396335216946
1000,2023,13.867
1000,2024,13.867
1004,2023,32.836
1004,2024,32.836
1007,2023,20.431197496118013
1008,2023,2.516000054233559
1016,2023,4.628997018059146
1026,2023,8.41398052304384
1028,2023,20.718878487241312
1028,2024,20.718878487241312
1028,2025,20.718878487241312
1028,2026,20.718878487241312
1030,2023,11.173546557971015
1032,2023,34.236259365994236
1045,2023,18.549285256410254
1051,2023,23.157867350306457
1051,2024,23.157867350306457
1051,2025,23.157867350306457
1051,2026,23.157867350306457
1060,2023,69.98748131313133
1060,2024,69.98748131313133
1060,2025,69.98748131313133
1060,2026,69.98748131313133
1064,2023,31.271258358662617
1064,2024,31.271258358662617
1072,2023,11.961769444444444
1072,2024,11.961769444444444
1072,2025,11.961769444444444
1072,2026,11.961769444444444
1075,2023,3.705
1075,2024,3.705
1075,2025,3.705
1075,2026,3.705
1077,2023,19.0
1083,2023,8.883992882595644
1098,2023,3.02
1098,2024,3.02
1103,2023,34.236259365994236
1107,2023,23.02366684001869
1107,2024,23.02366684001869
1109,2023,31.271258358662614
1109,2024,31.271258358662614
1109,2025,31.271258358662614
1109,2026,31.271258358662614
1113,2023,23.157867350306457
1113,2024,23.157867350306457
1116,2023,34.236259365994236
1116,2024,34.236259365994236
1118,2023,34.236259365994236
1121,2023,23.157867350306457
1121,2024,23.157867350306457
1121,2025,23.157867350306457
1121,2026,23.157867350306457
1123,2023,14.814
1123,2024,14.814
1128,2023,40.714
1128,2024,40.714
1128,2025,40.714
1128,2026,40.714
1129,2023,18.704545411576497
1129,2024,18.704545411576497
1133,2023,13.172791821503917
1133,2024,13.172791821503917
1133,2025,13.172791821503917
1133,2026,13.172791821503917
1134,2023,18.15284990178078
1134,2024,18.15284990178078
1134,2025,18.15284990178078
1134,2026,18.15284990178078
1135,2023,-72.83528469673533
1139,2023,20.36047086491232
1142,2023,34.236259365994236
1146,2023,68.834
1146,2024,68.834
1157,2023,16.1909863373752
1158,2023,0.005
1158,2024,0.005
1158,2025,0.005
1158,2026,0.005
1161,2023,21.608439379784613
1162,2023,9.969
1162,2024,9.969
1162,2025,9.969
1162,2026,9.969
1167,2023,30.632
1167,2024,30.632
1167,2025,30.632
1167,2026,30.632
1170,2023,42.065
1170,2024,42.065
1175,2023,7.093
1175,2024,7.093
1207,2023,34.236259365994236
1208,2023,20.009989439593973
1213,2023,6.84597774271543
1224,2023,31.271258358662617
1224,2024,31.271258358662617
1226,2023,23.023666840018688
1226,2024,23.023666840018688
1226,2025,23.023666840018688
1226,2026,23.023666840018688
1230,2023,34.236259365994236
1237,2023,34.236259365994236
1239,2023,20.954
1239,2024,20.954
1247,2023,6.187992648108761
1248,2023,4.839
1248,2024,4.839
1248,2025,4.839
1248,2026,4.839
1258,2023,34.236259365994236
1260,2023,21.948999999999998
1260,2024,21.948999999999998
1260,2025,21.948999999999998
1260,2026,21.948999999999998
1267,2023,23.157867350306457
1267,2024,23.157867350306457
1267,2025,23.157867350306457
1267,2026,23.157867350306457
1278,2023,19.3789880132696
1279,2023,11.369000461899558
1280,2023,34.236259365994236
1292,2023,26.609
1292,2024,26.609
1292,2025,26.609
1292,2026,26.609
1294,2023,8.0
1294,2024,8.0
1301,2023,53.02266666666666
1305,2023,15.719999999999999
1305,2024,15.719999999999999
1305,2025,15.719999999999999
1305,2026,15.719999999999999
1309,2023,4.414
1309,2024,4.414
1309,2025,4.414
1309,2026,4.414
1317,2023,5.026
1317,2024,5.026
1317,2025,5.026
1317,2026,5.026
1323,2023,112.525
1323,2024,112.525
1325,2023,29.139
1326,2023,34.236259365994236
1327,2023,28.0
1329,2023,15.997999999999998
1329,2024,15.997999999999998
1329,2025,15.997999999999998
1329,2026,15.997999999999998
1344,2023,18.905
1344,2024,18.905
1349,2023,0.006
1349,2024,0.006
1349,2025,0.006
1349,2026,0.006
1350,2023,18.197
1350,2024,18.197
1350,2025,18.197
1350,2026,18.197
1351,2023,34.236259365994236
1352,2023,22.850396335216946
1352,2024,22.850396335216946
1352,2025,22.850396335216946
1352,2026,22.850396335216946
1358,2023,34.236259365994236
1359,2023,6.587999999999999
1359,2024,6.587999999999999
1359,2025,6.587999999999999
1359,2026,6.587999999999999
1368,2023,31.621
1368,2024,31.621
1369,2023,2.0700165228261453
1370,2023,10.667
1370,2024,10.667
1373,2023,34.236259365994236
1385,2023,34.236259365994236
1385,2024,34.236259365994236
1390,2023,17.720026581605527
1390,2024,17.720026581605527
1391,2023,34.236259365994236
1393,2023,18.394562221166606
1397,2023,34.236259365994236
1410,2023,5.717999999999999
1410,2024,5.717999999999999
1410,2025,5.717999999999999
1410,2026,5.717999999999999
1416,2023,7.948
1419,2023,34.236259365994236
1421,2023,57.25691748359603
1422,2023,54.11093554919756
1424,2023,34.236259365994236
1424,2024,34.236259365994236
1431,2023,25.097
1431,2024,25.097
1432,2023,42.874
1432,2024,42.874
1432,2025,42.874
1432,2026,42.874
1433,2023,25.032999999999998
1433,2024,25.032999999999998
1433,2025,25.032999999999998
1433,2026,25.032999999999998
1434,2023,11.173546557971013
1434,2024,11.173546557971013
1434,2025,11.173546557971013
1434,2026,11.173546557971013
1437,2023,15.250999999999998
1437,2024,15.250999999999998
1437,2025,15.250999999999998
1437,2026,15.250999999999998
1438,2023,29.8
1438,2024,29.8
1441,2023,7.526014271850938
1443,2023,34.236259365994236
1451,2023,34.236259365994236
1452,2023,15.727761598960885
1452,2024,15.727761598960885
1452,2025,15.727761598960885
1452,2026,15.727761598960885
1456,2023,19.212
1456,2024,19.212
1459,2023,31.384
1459,2024,31.384
1466,2023,19.607
1467,2023,10.684580487804878
1467,2024,10.684580487804878
1469,2023,11.621631560011192
1484,2023,25.101977203859935
1485,2023,34.236259365994236
1485,2024,34.236259365994236
1489,2023,30.916
1489,2024,30.916
1491,2023,11.92
1491,2024,11.92
1492,2023,34.236259365994236
1492,2024,34.236259365994236
1495,2023,928.639
1495,2024,928.639
1495,2025,928.639
1495,2026,928.639
1503,2023,10.070456043956042
1503,2024,10.070456043956042
1503,2025,10.070456043956042
1503,2026,10.070456043956042
1518,2023,10.302
1518,2024,10.302
1521,2023,23.0
1525,2023,5.689995370565633
1546,2023,8.735
1546,2024,8.735
1550,2023,9.836
1550,2024,9.836
1550,2025,9.836
1550,2026,9.836
1551,2023,18.549285256410254
1567,2023,35.204
1567,2024,35.204
1568,2023,34.236259365994236
1589,2023,40.864981340384354
1594,2023,15.50144544695071
1594,2024,15.50144544695071
1601,2023,21.53001170621233
1607,2023,23.891
1607,2024,23.891
1609,2023,21.418787439613528
1609,2024,21.418787439613528
1619,2023,4.369
1619,2024,4.369
1623,2023,9.731
1623,2024,9.731
1628,2023,27.0
1628,2024,27.0
1629,2023,6.943
1629,2024,6.943
1629,2025,6.943
1629,2026,6.943
1640,2023,6.71198530099554
1643,2023,34.236259365994236
1643,2024,34.236259365994236
1651,2023,15.727761598960887
1651,2024,15.727761598960887
1661,2023,39.098595424663074
1665,2023,12.0
1665,2024,12.0
1680,2023,34.236259365994236
1684,2023,34.236259365994236
1685,2023,20.718878487241312
1685,2024,20.718878487241312
1689,2023,40.714
1704,2023,28.199021224913196
1705,2023,3.1
1705,2024,3.1
1705,2025,3.1
1705,2026,3.1
1706,2023,23.157867350306457
1706,2024,23.157867350306457
1712,2023,34.236259365994236
1717,2023,18.549285256410254
1717,2024,18.549285256410254
1717,2025,18.549285256410254
1717,2026,18.549285256410254
1722,2023,34.236259365994236
1738,2023,5.712
1738,2024,5.712
1756,2023,5.7034018196019565
1765,2023,4.238
1765,2024,4.238
1774,2023,20.292
1774,2024,20.292
1776,2023,15.727761598960887
1781,2023,34.236259365994236
1786,2023,17.17
1786,2024,17.17
1786,2025,17.17
1786,2026,17.17
1791,2023,10.684580487804878
1791,2024,10.684580487804878
1795,2023,13.0
1796,2023,24.824
1796,2024,24.824
1799,2023,40.388021872042195
1805,2023,34.236259365994236
1806,2023,34.236259365994236
1812,2023,32.646
1812,2024,32.646
1813,2023,34.236259365994236
1814,2023,15.727761598960887
1818,2023,17.289
1818,2024,17.289
1818,2025,17.289
1818,2026,17.289
1820,2023,12.331
1820,2024,12.331
1821,2023,34.236259365994236
1825,2023,34.236259365994236
1829,2023,34.236259365994236
1838,2023,13.2
1838,2024,13.2
1838,2025,13.2
1838,2026,13.2
1845,2023,19.212
1845,2024,19.212
1852,2023,9.034
1852,2024,9.034
1852,2025,9.034
1852,2026,9.034
1855,2023,20.44199510091707
1860,2023,23.157867350306457
1860,2024,23.157867350306457
1865,2023,13.758
1865,2024,13.758
1868,2023,18.15284990178078
1868,2024,18.15284990178078
1868,2025,18.15284990178078
1868,2026,18.15284990178078
1873,2023,8.579994202579742
1876,2023,18.215
1876,2024,18.215
1877,2023,21.5
1880,2023,34.35801828963884
1882,2023,11.173546557971015
1882,2024,11.173546557971015
1883,2023,23.157867350306457
1883,2024,23.157867350306457
1883,2025,23.157867350306457
1883,2026,23.157867350306457
1886,2023,14.656
1886,2024,14.656
1887,2023,1301.9241443903043
1890,2023,31.271258358662614
1890,2024,31.271258358662614
1890,2025,31.271258358662614
1890,2026,31.271258358662614
1892,2023,4.38
1892,2024,4.38
1895,2023,25.994
1895,2024,25.994
1897,2023,42.607
1897,2024,42.607
1900,2023,23.5
1900,2024,23.5
1916,2023,9.028757598650143
1920,2023,24.228014073199
1921,2023,31.635008658120935
1927,2023,34.236259365994236
1933,2023,2.586
1933,2024,2.586
1949,2023,14.913087728937729
1949,2024,14.913087728937729
1949,2025,14.913087728937729
1949,2026,14.913087728937729
1951,2023,23.157867350306457
1964,2023,31.329
1964,2024,31.329
1978,2023,5.313
1978,2024,5.313
1978,2025,5.313
1978,2026,5.313
1979,2023,8.309
1979,2024,8.309
1980,2023,38.68899999999999
1980,2024,38.68899999999999
1980,2025,38.68899999999999
1980,2026,38.68899999999999
1985,2023,12.525
1985,2024,12.525
1985,2025,12.525
1985,2026,12.525
1990,2023,13.366666666666667
1990,2024,13.366666666666667
1996,2023,12.552
1996,2024,12.552
2003,2023,34.236259365994236
2005,2023,15.727761598960885
2005,2024,15.727761598960885
2005,2025,15.727761598960885
2005,2026,15.727761598960885
2013,2023,34.236259365994236
2014,2023,15.727761598960885
2014,2024,15.727761598960885
2014,2025,15.727761598960885
2014,2026,15.727761598960885
2017,2023,23.157867350306457
2017,2024,23.157867350306457
2017,2025,23.157867350306457
2017,2026,23.157867350306457
2021,2023,10.429
2021,2024,10.429
2021,2025,10.429
2021,2026,10.429
2029,2023,17.003
2029,2024,17.003
2029,2025,17.003
2029,2026,17.003
2037,2023,21.60843937978461
2037,2024,21.60843937978461
2037,2025,21.60843937978461
2037,2026,21.60843937978461
2039,2023,34.236259365994236
2045,2023,14.283
2045,2024,14.283
2045,2025,14.283
2045,2026,14.283
2052,2023,34.236259365994236
2056,2023,11.0
2057,2023,20.678973994840867
2058,2023,6.594008398755184
2065,2023,33.774
2065,2024,33.774
2066,2023,83.435
2066,2024,83.435
2068,2023,18.549285256410254
2071,2023,34.236259365994236
2076,2023,8.353999999999997
2076,2024,8.353999999999997
2076,2025,8.353999999999997
2076,2026,8.353999999999997
2077,2023,18.549285256410254
2082,2023,18.187605789473686
2082,2024,18.187605789473686
2091,2023,28.946
2091,2024,28.946
2094,2023,8.008
2094,2024,8.008
2094,2025,8.008
2094,2026,8.008
2099,2023,14.940999999999999
2099,2024,14.940999999999999
2099,2025,14.940999999999999
2099,2026,14.940999999999999
2103,2023,17.0
2103,2024,17.0
2103,2025,17.0
2103,2026,17.0
2108,2023,24.773
2108,2024,24.773
2110,2023,53.02266666666666
2123,2023,45.324
2123,2024,45.324
2126,2023,20.302
2126,2024,20.302
2126,2025,20.302
2126,2026,20.302
2128,2023,7.284
2128,2024,7.284
2131,2023,14.949
2131,2024,14.949
2139,2023,15.727761598960885
2139,2024,15.727761598960885
2139,2025,15.727761598960885
2139,2026,15.727761598960885
2140,2023,54.2579881517684
2146,2023,4.12192096884515
2147,2023,20.431197496118013
2147,2024,20.431197496118013
2147,2025,20.431197496118013
2147,2026,20.431197496118013
2148,2023,17.317014573141833
2154,2023,1.617
2154,2024,1.617
2162,2023,22.405351351351346
2162,2024,22.405351351351346
2162,2025,22.405351351351346
2162,2026,22.405351351351346
2175,2023,16.560544147178444
2175,2024,16.560544147178444
2184,2023,17.097
2184,2024,17.097
2189,2023,22.850396335216946
2189,2024,22.850396335216946
2198,2023,12.343
2201,2023,17.236001553536905
2203,2023,13.489
2203,2024,13.489
2203,2025,13.489
2203,2026,13.489
2205,2023,34.236259365994236
2205,2024,34.236259365994236
2206,2023,1.923
2206,2024,1.923
2206,2025,1.923
2206,2026,1.923
2212,2023,23.204
2212,2024,23.204
2217,2023,18.493664402173913
2218,2023,15.261318181818181
2221,2023,7.461
2221,2024,7.461
2224,2023,34.236259365994236
2232,2023,15.261318181818181
2232,2024,15.261318181818181
2232,2025,15.261318181818181
2232,2026,15.261318181818181
2244,2023,25.725
2244,2024,25.725
2246,2023,34.236259365994236
2246,2024,34.236259365994236
2246,2025,34.236259365994236
2246,2026,34.236259365994236
2254,2023,34.236259365994236
2257,2023,2.647
2257,2024,2.647
2257,2025,2.647
2257,2026,2.647
2263,2023,18.489
2263,2024,18.489
2271,2023,7.921
2271,2024,7.921
2276,2023,34.236259365994236
2277,2023,6.594
2277,2024,6.594
2277,2025,6.594
2277,2026,6.594
2282,2023,44.962999999999994
2282,2024,44.962999999999994
2282,2025,44.962999999999994
2282,2026,44.962999999999994
2283,2023,26.351758556976666
2287,2023,7.118003606646063
2292,2023,34.236259365994236
2297,2023,1301.9241443903043
2315,2023,18.549285256410254
2316,2023,34.236259365994236
2320,2023,39.09737794306213
2323,2023,27.023
2323,2024,27.023
2330,2023,15.727761598960887
2331,2023,14.897991274148074
2339,2023,12.40601323691639
2343,2023,34.236259365994236
2343,2024,34.236259365994236
2344,2023,13.084
2344,2024,13.084
2353,2023,28.199021224913196
2358,2023,14.842
2358,2024,14.842
2360,2023,34.236259365994236
2362,2023,18.214
2362,2024,18.214
2368,2023,47.86700256260917
2369,2023,23.157867350306457
2369,2024,23.157867350306457
2369,2025,23.157867350306457
2369,2026,23.157867350306457
2370,2023,11.94
2372,2023,49.087
2372,2024,49.087
2373,2023,12.270646474684847
2375,2023,31.883031782298
2382,2023,34.236259365994236
2390,2023,18.0
2404,2023,19.162987001241984
2408,2023,34.236259365994236
2412,2023,7.96
2412,2024,7.96
2418,2023,6.373
2418,2024,6.373
2418,2025,6.373
2418,2026,6.373
2425,2023,15.727761598960887
2425,2024,15.727761598960887
2426,2023,13.317
2426,2024,13.317
2440,2023,6.429
2440,2024,6.429
2441,2023,31.0
2443,2023,26.23402507348388
2444,2023,31.271258358662614
2444,2024,31.271258358662614
2444,2025,31.271258358662614
2444,2026,31.271258358662614
2446,2023,69.98748131313133
2446,2024,69.98748131313133
2446,2025,69.98748131313133
2446,2026,69.98748131313133
2451,2023,13.297999085015745
2456,2023,29.173
2456,2024,29.173
2457,2023,12.575
2457,2024,12.575
2457,2025,12.575
2457,2026,12.575
2462,2023,10.875526850867871
2472,2023,6.726930183024274
2476,2023,83.435
2476,2024,83.435
2479,2023,34.236259365994236
2491,2023,2.687
2491,2024,2.687
2497,2023,16.33998589203507
2499,2023,23.0
2505,2023,17.719110027495628
2512,2023,34.236259365994236
2512,2024,34.236259365994236
2514,2023,31.976059077097737
2516,2023,21.60843937978461
2516,2024,21.60843937978461
2516,2025,21.60843937978461
2516,2026,21.60843937978461
2522,2023,20.251
2522,2024,20.251
2524,2023,38.000000000053895
2525,2023,8.657
2525,2024,8.657
2525,2025,8.657
2525,2026,8.657
2526,2023,34.236259365994236
2527,2023,31.682
2527,2024,31.682
2531,2023,34.236259365994236
2532,2023,-332.8397861947538
2539,2023,11.979
2539,2024,11.979
2540,2023,24.551
2543,2023,15.87100204129568
2545,2023,23.157867350306457
2545,2024,23.157867350306457
2545,2025,23.157867350306457
2545,2026,23.157867350306457
2551,2023,13.700994193528715
2564,2023,21.418787439613528
2564,2024,21.418787439613528
2578,2023,34.236259365994236
2579,2023,1.6609999999999998
2579,2024,1.6609999999999998
2579,2025,1.6609999999999998
2579,2026,1.6609999999999998
2580,2023,15.6495
2580,2024,15.6495
2589,2023,34.236259365994236
2597,2023,34.236259365994236
2599,2023,34.236259365994236
2599,2024,34.236259365994236
2599,2025,34.236259365994236
2599,2026,34.236259365994236
2600,2023,34.236259365994236
2606,2023,18.493664402173913
2613,2023,-4.581840726839431
2615,2023,9.784
2615,2024,9.784
2617,2023,9.248
2617,2024,9.248
2622,2023,23.02366684001869
2637,2023,21.948999999999998
2637,2024,21.948999999999998
2637,2025,21.948999999999998
2637,2026,21.948999999999998
2642,2023,34.236259365994236
2647,2023,0.5359895287958115
2647,2024,0.5359895287958115
2647,2025,0.5359895287958115
2647,2026,0.5359895287958115
2648,2023,15.50144544695071
2650,2023,34.236259365994236
2660,2023,16.560544147178444
2660,2024,16.560544147178444
2662,2023,34.236259365994236
2664,2023,69.98748131313133
2664,2024,69.98748131313133
2669,2023,24.483975676791452
2689,2023,34.236259365994236
2689,2024,34.236259365994236
2699,2023,38.0
2710,2023,20.72873718647965
2711,2023,7.513
2711,2024,7.513
2713,2023,13.693
2713,2024,13.693
2719,2023,10.875526850867871
2720,2023,10.070456043956042
2720,2024,10.070456043956042
2720,2025,10.070456043956042
2720,2026,10.070456043956042
2740,2023,10.070456043956042
2740,2024,10.070456043956042
2740,2025,10.070456043956042
2740,2026,10.070456043956042
2745,2023,34.236259365994236
2746,2023,27.584
2746,2024,27.584
2749,2023,45.958999999999996
2749,2024,45.958999999999996
2749,2025,45.958999999999996
2749,2026,45.958999999999996
2753,2023,33.30441295641931
2753,2024,33.30441295641931
2754,2023,17.742812611304686
2754,2024,17.742812611304686
2754,2025,17.742812611304686
2754,2026,17.742812611304686
2760,2023,3.354
2760,2024,3.354
2760,2025,3.354
2760,2026,3.354
2762,2023,15.50144544695071
2763,2023,46.876
2763,2024,46.876
