location_id,year,pm10_pred
4,2023,30.331
4,2024,30.331
4,2025,30.331
4,2026,30.331
10,2023,89.30156752024513
11,2023,22.330124999999995
11,2024,22.330124999999995
11,2025,22.330124999999995
11,2026,22.330124999999995
14,2023,16.400001955219004
15,2023,48.98080020143801
16,2023,17.749965502081295
22,2023,13.673999999999998
22,2024,13.673999999999998
22,2025,13.673999999999998
22,2026,13.673999999999998
23,2023,48.468
23,2024,48.468
23,2025,48.468
23,2026,48.468
30,2023,16.08797691096923
30,2024,16.08797691096923
30,2025,16.08797691096923
30,2026,16.08797691096923
38,2023,0.8371293564467912
40,2023,89.30156752024513
41,2023,13.604905430107527
50,2023,58.0
50,2024,58.0
51,2023,6.776
51,2024,6.776
57,2023,89.30156752024513
57,2024,89.30156752024513
57,2025,89.30156752024513
57,2026,89.30156752024513
60,2023,23.457539329237076
60,2024,23.457539329237076
60,2025,23.457539329237076
60,2026,23.457539329237076
70,2023,89.30156752024513
100,2023,21.153999999999996
100,2024,21.153999999999996
100,2025,21.153999999999996
100,2026,21.153999999999996
110,2023,47.002
110,2024,47.002
110,2025,47.002
110,2026,47.002
112,2023,23.041036051932398
133,2023,98.0
136,2023,23.84375621414228
136,2024,23.84375621414228
137,2023,168.5152
137,2024,168.5152
142,2023,47.0
142,2024,47.0
142,2025,47.0
142,2026,47.0
147,2023,22.895999999999997
147,2024,22.895999999999997
147,2025,22.895999999999997
147,2026,22.895999999999997
153,2023,30.519
155,2023,34.556347024599965
165,2023,11.469
165,2024,11.469
172,2023,89.30156752024513
174,2023,27.604
174,2024,27.604
174,2025,27.604
174,2026,27.604
177,2023,39.592999999999996
177,2024,39.592999999999996
177,2025,39.592999999999996
177,2026,39.592999999999996
178,2023,12.298
178,2024,12.298
178,2025,12.298
178,2026,12.298
183,2023,55.0
183,2024,55.0
184,2023,145.0
184,2024,145.0
184,2025,145.0
184,2026,145.0
193,2023,75.0
194,2023,48.42822115384616
194,2024,48.42822115384616
194,2025,48.42822115384616
194,2026,48.42822115384616
209,2023,18.247
209,2024,18.247
209,2025,18.247
209,2026,18.247
211,2023,17.17437689969605
211,2024,17.17437689969605
213,2023,9.283
213,2024,9.283
214,2023,27.429
218,2023,26.746000845842694
220,2023,18.946973634214995
221,2023,9.444
221,2024,9.444
225,2023,42.313034049257475
226,2023,23.872
226,2024,23.872
228,2023,42.8
228,2024,42.8
250,2023,16.08797691096923
250,2024,16.08797691096923
250,2025,16.08797691096923
250,2026,16.08797691096923
254,2023,89.30156752024513
255,2023,89.30156752024513
259,2023,31.385
262,2023,43.435994781902664
263,2023,59.23
263,2024,59.23
274,2023,21.146048349891515
274,2024,21.146048349891515
279,2023,89.30156752024513
279,2024,89.30156752024513
281,2023,14.670235445002866
288,2023,22.813477660223736
291,2023,89.30156752024513
291,2024,89.30156752024513
291,2025,89.30156752024513
291,2026,89.30156752024513
293,2023,89.30156752024513
297,2023,128.9969999999951
299,2023,20.35497474166875
310,2023,20.329
310,2024,20.329
317,2023,24.8790181240457
320,2023,25.523
320,2024,25.523
320,2025,25.523
320,2026,25.523
323,2023,14.088176136363638
323,2024,14.088176136363638
323,2025,14.088176136363638
323,2026,14.088176136363638
324,2023,73.902
324,2024,73.902
325,2023,31.089999999999996
325,2024,31.089999999999996
325,2025,31.089999999999996
325,2026,31.089999999999996
326,2023,30.94400089504017
326,2024,30.94400089504017
336,2023,89.75299999999999
336,2024,89.75299999999999
336,2025,89.75299999999999
336,2026,89.75299999999999
340,2023,38.582815584415584
340,2024,38.582815584415584
341,2023,18.98
341,2024,18.98
343,2023,23.723
343,2024,23.723
351,2023,106.03753771929824
351,2024,106.03753771929824
351,2025,106.03753771929824
351,2026,106.03753771929824
353,2023,106.03753771929824
353,2024,106.03753771929824
353,2025,106.03753771929824
353,2026,106.03753771929824
354,2023,89.30156752024513
354,2024,89.30156752024513
355,2023,42.0
355,2024,42.0
357,2023,17.58249999997582
360,2023,32.258
360,2024,32.258
368,2023,19.921
368,2024,19.921
368,2025,19.921
368,2026,19.921
375,2023,89.30156752024513
375,2024,89.30156752024513
375,2025,89.30156752024513
375,2026,89.30156752024513
379,2023,16.08797691096923
379,2024,16.08797691096923
379,2025,16.08797691096923
379,2026,16.08797691096923
386,2023,89.30156752024513
393,2023,33.444
393,2024,33.444
394,2023,37.87
394,2024,37.87
394,2025,37.87
394,2026,37.87
401,2023,170.4
410,2023,20.410162103135075
411,2023,79.558
411,2024,79.558
416,2023,19.367
416,2024,19.367
420,2023,48.0
420,2024,48.0
420,2025,48.0
420,2026,48.0
427,2023,19.708448743386246
427,2024,19.708448743386246
433,2023,18.53833568936502
433,2024,18.53833568936502
447,2023,89.30156752024513
461,2023,12.59698576908662
463,2023,23.580999885584973
464,2023,19.531992033176778
468,2023,79.139
