location_id,year,pm25_pred
4,2023,15.656630185323332
4,2024,15.656630185323332
4,2025,15.656630185323332
4,2026,15.656630185323332
10,2023,27.526259701118214
11,2023,32.99999999999999
11,2024,32.99999999999999
11,2025,32.99999999999999
11,2026,32.99999999999999
14,2023,12.761000593857542
15,2023,32.62860659175959
16,2023,13.435005985839119
22,2023,8.699
22,2024,8.699
22,2025,8.699
22,2026,8.699
23,2023,26.816999999999997
23,2024,26.816999999999997
23,2025,26.816999999999997
23,2026,26.816999999999997
30,2023,10.32
30,2024,10.32
30,2025,10.32
30,2026,10.32
38,2023,22.73333333333333
40,2023,59.82862095962112
41,2023,14.487656190631238
50,2023,22.323154716981133
50,2024,22.323154716981133
51,2023,9.902051866109304
51,2024,9.902051866109304
57,2023,40.928
57,2024,40.928
57,2025,40.928
57,2026,40.928
60,2023,16.487089222917
60,2024,16.487089222917
60,2025,16.487089222917
60,2026,16.487089222917
70,2023,40.112165075275975
100,2023,12.354448412698414
100,2024,12.354448412698414
100,2025,12.354448412698414
100,2026,12.354448412698414
110,2023,25.474
110,2024,25.474
110,2025,25.474
110,2026,25.474
112,2023,10.732683976082322
133,2023,24.40483442780211
136,2023,15.656630185323333
136,2024,15.656630185323333
137,2023,40.0
137,2024,40.0
142,2023,22.323154716981133
142,2024,22.323154716981133
142,2025,22.323154716981133
142,2026,22.323154716981133
147,2023,15.199
147,2024,15.199
147,2025,15.199
147,2026,15.199
153,2023,13.755
155,2023,14.685501228693337
165,2023,6.037506019001275
165,2024,6.037506019001275
172,2023,11.476293508529917
174,2023,22.108401107067035
174,2024,22.108401107067035
174,2025,22.108401107067035
174,2026,22.108401107067035
177,2023,23.38086227272727
177,2024,23.38086227272727
177,2025,23.38086227272727
177,2026,23.38086227272727
178,2023,9.039999999999997
178,2024,9.039999999999997
178,2025,9.039999999999997
178,2026,9.039999999999997
183,2023,39.75
183,2024,39.75
184,2023,68.5
184,2024,68.5
184,2025,68.5
184,2026,68.5
193,2023,42.05602024234893
194,2023,12.0
194,2024,12.0
194,2025,12.0
194,2026,12.0
209,2023,17.68933628942676
209,2024,17.68933628942676
209,2025,17.68933628942676
209,2026,17.68933628942676
211,2023,12.354448412698414
211,2024,12.354448412698414
213,2023,9.902051866109304
213,2024,9.902051866109304
214,2023,14.953
218,2023,22.108401107067035
220,2023,14.689987269420488
221,2023,5.341
221,2024,5.341
225,2023,16.35756827309237
226,2023,12.665932829705742
226,2024,12.665932829705742
228,2023,18.0
228,2024,18.0
250,2023,10.259351798748698
250,2024,10.259351798748698
250,2025,10.259351798748698
250,2026,10.259351798748698
254,2023,-46.32239679365196
255,2023,26.915039121774903
259,2023,9.902051866109304
262,2023,22.108401107067035
263,2023,51.684
263,2024,51.684
274,2023,17.787
274,2024,17.787
279,2023,25.0
279,2024,25.0
281,2023,13.8
288,2023,2.6878539552445826
291,2023,30.749999999999996
291,2024,30.749999999999996
291,2025,30.749999999999996
291,2026,30.749999999999996
293,2023,63.28645278464279
297,2023,56.8162005274419
299,2023,15.656630185323333
310,2023,11.835
310,2024,11.835
317,2023,15.656630185323333
320,2023,22.108401107067035
320,2024,22.108401107067035
320,2025,22.108401107067035
320,2026,22.108401107067035
323,2023,8.616750642343268
323,2024,8.616750642343268
323,2025,8.616750642343268
323,2026,8.616750642343268
324,2023,23.38086227272727
324,2024,23.38086227272727
325,2023,16.487089222917
325,2024,16.487089222917
325,2025,16.487089222917
325,2026,16.487089222917
326,2023,22.108401107067035
326,2024,22.108401107067035
336,2023,56.8162005274419
336,2024,56.8162005274419
336,2025,56.8162005274419
336,2026,56.8162005274419
340,2023,23.56955555555556
340,2024,23.56955555555556
341,2023,17.28
341,2024,17.28
343,2023,9.902051866109304
343,2024,9.902051866109304
351,2023,28.056
351,2024,28.056
351,2025,28.056
351,2026,28.056
353,2023,15.31
353,2024,15.31
353,2025,15.31
353,2026,15.31
